Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,WMT,GOOGL,AMZN,AABA
2006-06-08,79.8,53.25,8.35,81.46,66.4,56.77,19.76,21.74,30.45,58.38,34.33,148.8,36.57,78.55,17.24,61.18,42,33.57,33.92,22.03,10.08,23.7,53.5,42.73,60.13,46.72,31.98,47.09,194.07,33.55,30.43
2006-06-09,81.39,53.4,8.74,81.95,67.89,57.96,19.9,21.9,29.92,59.89,34.52,151,37.1,77.24,17.11,61.43,42.35,33.65,34,22.15,10.12,23.65,54.52,43.32,60.2,46,31.52,47.15,196.29,33.5,30.7
2006-06-12,80.57,53.49,8.49,80.6,68.4,57.88,19.95,21.84,28.4,59.05,34.17,150.3,36.9,77.63,17.25,61.45,42.1,33.5,34.06,21.96,10.16,23.55,54.57,43.23,60.2,45.77,31.66,47.1,194.36,34,30.36
2006-06-13,80.35,52.84,8.23,77.77,65.63,57.59,19.39,21.59,28.52,57.75,33.73,144.5,36.1,77.14,16.79,61.55,41.35,33,33.61,21.73,10.12,23.2,54.32,42.74,59.28,44.82,31.42,47.09,190.64,33.49,29.77
2006-06-14,79.8,52.18,8.33,79.4,65.95,57.15,19.4,21.42,28,56.65,33.7,139.75,36.13,76.93,17.49,61.28,40.64,32,33.56,21.59,10.15,23.01,54,42.15,59.3,44.76,31.6,47.56,195.11,33.5,29.81
2006-06-15,79.65,53,8.19,82.01,68.5,58.3,19.67,21.48,28.64,58.06,33.98,140.4,37.03,77.85,17.8,61.15,40.1,32.91,33.56,22.01,10.26,23.34,54.97,42.64,59.5,45,31.86,47.74,193.5,33.84,29.98
2006-06-16,80.98,53.57,8.42,85.1,70.85,59.1,20.17,21.46,29.39,58.95,33.86,143.3,37.3,78.44,18.06,61.3,40.6,33.31,34.4,21.97,10.4,23.4,54.89,43.68,60.9,44.9,32.1,48.56,194.74,34.88,30.7
2006-06-19,80.7,52.91,8.26,85.65,71,58.72,20.01,21.6,29.43,58.77,33.95,144.98,36.91,77.9,18.51,61.6,40.17,33.11,34.49,22.14,10.5,23.5,55.98,44,61.7,44.49,32.5,48.45,195.62,35.2,30.51
2006-06-20,79.43,52.38,8.23,85.25,70.38,57.76,19.75,21.45,29.02,57.66,33.72,144.65,36.71,77.84,18.28,61.37,40.14,33,34.62,22.54,10.42,23.17,55.23,44.3,61.19,43.85,32.09,48.25,194.21,35.01,30.42
2006-06-21,79.9,52.73,8.25,84.9,70.99,57.52,19.76,21.34,29.17,57.35,33.83,145.77,36.32,77.99,18.22,61.5,40.13,32.85,34.92,22.61,10.27,22.98,55.52,43.87,60.7,43.5,32.86,48.3,195.73,35.34,30.77
2006-06-22,80.65,52.78,8.31,85.55,72.6,58.44,20.13,21.51,29.13,57.72,33.27,149.71,36.94,78.16,18.44,61.3,41.12,33.2,35.18,23.06,10.34,22.75,55.63,44.22,61.27,44.2,32.87,48.71,200.99,36.55,30.85
2006-06-23,79.6,52.5,8.53,84.06,72.05,58.76,19.61,21.37,29.2,58.15,33.18,147.85,36.35,77.15,18.25,61.06,40.83,32.55,35.04,22.85,10.48,22.7,55.56,44,61.53,44.14,32.7,48.35,201.58,36.46,31.08
2006-06-26,79.92,52.63,8.45,83.48,72.4,58.72,19.56,21.36,29.07,58.1,33.18,148.92,36.26,77.04,18.15,59.6,40.67,32.6,35.1,22.65,10.61,23.45,55.74,44.16,62.19,45.11,32.84,48.09,203.58,36.55,31.45
2006-06-27,80.4,52.96,8.44,83.85,71.6,60,19.63,21.34,29.58,58.97,33.05,149.05,36.55,77.32,18.65,60.22,40.69,32.5,34.9,22.89,10.56,23.03,55.25,44.49,61.34,44.72,32.72,47.95,203.06,36.72,31.85
2006-06-28,78.71,52.5,8.18,81.94,71.66,60.35,19.31,21.22,29.41,59.8,32.93,147.41,36.27,76.53,18.12,59.52,41.17,32.5,34.99,22.96,10.19,22.93,55.75,43.98,61.3,44.49,32.58,47.65,202.21,36.7,31.75
2006-06-29,79.29,52.43,8.11,82.64,72.85,61.58,19.43,21.28,29.58,61.22,32.98,148.1,36.2,76.89,18.76,59.25,41.68,32.4,35.18,23.32,10,23,56.24,44.2,61.5,44.43,32.8,48.11,204.2,36.82,32.26
2006-06-30,81.64,54,8.23,82.99,74.95,62.45,20.01,21.62,29.88,62.65,33.33,152.2,36.46,77.7,19.28,60.14,42.93,33.81,36.07,23.54,10.14,23.3,57,44.85,63.29,45.02,33.25,48.7,208.01,38.58,33.01
2006-07-03,81.15,53.24,8.22,81.35,74.92,62.27,19.78,21.6,30.19,61.8,33.1,151.93,35.86,77.54,19.27,60.13,42.05,33.7,36.9,23.53,10.13,23.54,56.02,44.83,64,44.85,33.63,47.75,210.23,38.52,32.9
2006-07-05,80.9,53.05,8.16,81.28,73.7,62.76,19.82,21.6,29.82,61.9,33.23,151.7,35.78,78,19.2,59.8,42.87,33.45,36.64,23.48,10.09,23.53,55.7,45,63.99,45,33.35,47.21,210.97,38.28,32.85
2006-07-06,80.87,52.55,8.16,80.27,73.12,63.88,19.62,21.59,30.06,62.75,33.31,152.29,35.45,77.59,18.81,60.12,42.4,33.72,36.7,23.45,10.04,23.77,55.97,44.64,64.05,44.83,32.8,46.83,211.9,37.07,32.77
2006-07-07,76.28,52.5,7.93,80.4,73.4,64.15,19.5,21.62,29.9,63.7,33.35,150.01,35.51,78.09,18.71,60.6,42.45,33.52,36.7,23.39,9.94,23.8,56.45,44.62,63.75,45.02,33.14,46.48,213.24,36.71,32.94
2006-07-10,74.48,52.2,7.96,80.03,72.75,63.6,19.48,21.65,30.15,63,33.3,149.25,35.4,76.18,18.64,60.85,42.54,33.5,37,23.43,9.88,23.85,56.43,44.53,63.3,45.45,32.89,46.25,211.93,36.3,32.91
2006-07-11,73.25,52.11,7.87,80.1,73.28,64.53,18.82,21.85,29.9,63.2,33.37,148.4,34.9,76.25,18.06,60.95,42.36,33.79,37,23.37,9.84,23.77,56.78,44.14,63,46.94,32.98,46,209.46,35.74,32.79
2006-07-12,73.5,52.54,7.88,81.45,73.02,65.55,18.58,21.92,30.25,64,33.21,148.7,34.26,76.07,18.57,60.81,42.88,34.38,37.18,22.79,9.77,23.41,57.25,44.55,64.15,48.39,32.84,46.21,211.26,35.6,33.03
2006-07-13,72.48,51.98,7.43,80.7,71.06,65.06,18.1,21.75,29.3,64.15,33.01,144.03,33.5,75.01,17.81,60.73,41.95,33.55,36.5,22.37,9.83,23.15,56.61,44.21,63.27,48.07,32.3,44.55,207.21,34.33,32.85
2006-07-14,71.66,51.15,7.5,79.59,70,65.48,18.02,21.5,28.55,64.57,32.29,143.1,33.96,74.24,17.72,60.31,41.25,32.96,36.94,22.28,9.8,22.87,56.29,43.68,61.44,47.86,31.81,43.93,205.37,33.51,32.34
2006-07-17,71.2,51.4,7.39,78.11,69.19,65.71,17.97,21.28,28.16,64.5,32.08,140.1,33.93,73.35,17.84,60.55,40.81,34,36.15,22.29,9.75,22.4,55.63,43.65,59.01,47.32,31.71,43.23,202.52,32.79,31.98
2006-07-18,70.9,51.2,7.59,79.5,69.6,65.4,18.03,21.68,28.47,64.4,32.36,140.62,33.45,73.7,17.95,60.8,40.95,35,36.37,22.59,9.86,22.56,55.65,43.47,59.36,47.64,31.57,42.76,205.08,33.65,32.08
2006-07-19,71.15,51.2,7.57,79.32,69.47,65.55,17.89,21.94,29.04,64.62,32.58,142.7,33.17,76,18.25,60.82,41.9,34.81,36.85,22.82,9.86,22.69,55.8,43.36,59.35,49.91,31.68,43.28,197.7,33.5,26.41
2006-07-20,71.4,51.95,8.71,82.9,71.37,66.05,18.07,21.9,29.24,64.45,32.85,146.7,34.52,75.73,17.97,61.2,43.05,34.91,37.09,23.44,9.79,23.64,56.41,44.13,61.95,51.15,32.25,44.35,202.34,34.39,25.55
2006-07-21,71.37,51.74,8.55,80.69,71,65.78,17.8,22.16,28.91,64.57,32.61,145.05,34.06,75.49,17,61.67,43.17,34.72,37.39,24.08,9.95,23.8,56.85,44.32,60.3,50.4,32.37,44.51,193.26,33.85,24.99
2006-07-24,71.05,51,8.75,79.45,69.45,64.65,17.68,21.94,28.56,64.35,32.48,143.3,34.14,74.92,17.18,61.67,43.4,34.69,38,24.01,10,24.01,56.35,44.47,60.16,50.1,32,44.03,196.61,33.35,26.24
2006-07-25,71,51.65,8.83,80.75,70.5,66.42,17.99,21.94,29.2,65.36,32.8,146.9,34.44,75.99,17.48,61.5,44.15,35,39.28,24,10.02,24.7,56.6,45.49,61.15,50.81,32.44,44.21,192.7,34,26.75
2006-07-26,68.11,50.9,8.86,82.18,70.77,66.96,17.98,22.05,29.45,65.51,32.74,147.5,35,75.48,17.59,61.75,44.5,34.49,39.16,24.12,10,24.9,56.65,45.1,62.04,51.25,32.76,44.45,194.29,28.76,26.78
2006-07-27,69.89,51.95,9.22,80,70.5,68.44,18.06,22.28,29.64,67.4,32.75,148.7,34.67,75.83,17.74,62.15,44.68,34.7,40.27,24.58,10.06,25.2,56.85,45.7,62.22,48.7,33.43,43.97,193.88,26.45,27.35
2006-07-28,70.31,51.75,9.13,79.4,71.3,66.3,17.84,22.24,29.38,66.25,32.8,149.65,34.34,76.38,17.6,62.55,44.88,34.8,41,24.08,9.9,25.7,56.87,45.47,61.8,49.58,33.58,43.77,191.19,26.8,26.9
2006-07-31,70.1,51.9,9.55,78.46,71,65.7,17.99,22.26,29.55,67.43,32.8,151.6,34.59,76.44,18.08,62.67,45.1,35.37,41.11,24.07,9.95,26.45,56.41,45.89,61.85,48.3,33.77,45.02,194.19,27.02,27.46
2006-08-01,70,51.92,9.6,77.42,70.12,65.72,17.85,22.25,29.65,67.24,32.65,151.63,34.5,76.65,17.89,62.38,45.79,35.2,40.38,24.02,9.88,26.04,56,45,62.19,47.5,33.8,44.35,192.75,26.55,27.06
2006-08-02,69.91,52,9.66,78.7,69.92,66.5,17.59,22.14,29.33,68.37,32.55,150.26,34.15,76.21,17.66,63.1,45.9,35.5,40.8,24.12,9.85,26.21,57.98,45.24,62.09,49,33.52,44.3,187.99,26.15,27.01
2006-08-03,69.61,51.4,9.7,77.88,70.25,65.74,17.32,22.1,29.51,68.07,32.55,148.75,33.8,76,17.49,63.1,45.15,35.35,41.11,24.18,9.71,25.58,58.46,45.05,62.25,48.64,33.31,44.27,182.67,26.09,26.5
2006-08-04,69.9,52.38,9.58,80.16,73.47,65.97,17.65,22.1,30.08,68.6,32.91,154,35.2,76.65,17.61,63.25,45.96,35.98,41.64,24.4,9.81,25.88,59.59,45.08,63.24,48.29,33.74,45.15,189.97,26.94,27.2
2006-08-07,69.4,51.97,9.67,79.1,73.13,65.92,17.28,21.92,29.9,69,32.68,152.12,34.71,75.63,17.38,63.25,45,35.25,41.35,24.28,9.78,25.96,59.14,44.5,62.71,48.14,33.82,44.6,185.94,27.19,26.92
2006-08-08,69.45,52.3,9.58,79.55,73.19,66.84,17.64,21.9,29.5,69.24,32.8,152.65,34.8,75.63,17.45,63.42,45.48,35.53,41.01,24.39,9.79,26.04,59.75,44.72,63.09,48.83,33.45,44.82,191.6,26.8,26.95
2006-08-09,69.36,52.32,9.36,78.25,72.3,67.51,19.41,21.98,30,69.69,32.48,153.5,34.37,75.56,17.61,63.68,45.12,35.5,41,24.49,9.66,26.13,59.8,44.15,62.32,49.87,33.88,44.78,192.08,26.54,27.75
2006-08-10,68.41,52.06,9.02,76.8,68.75,67.29,19.62,21.88,28.75,68.87,32.35,149.5,33.3,75.2,17.36,63.36,44.25,34.23,41.2,24.37,9.58,25.95,59.6,42.84,60.01,47.41,33.85,43.9,187.13,26.2,26.95
2006-08-11,68.55,51.65,9.03,76.22,68.15,67.35,19.51,21.86,29.62,69.35,32.62,152.35,33.69,75.34,17.66,63.56,44.05,34.87,40.95,24.43,9.56,25.83,59.99,42.94,60.11,47.08,33.94,44.9,187.39,26.43,27.53
2006-08-14,68.53,52.15,9.15,76.65,67.6,67.5,19.88,22,29.53,69.54,32.71,152.48,33.37,76.05,17.54,63.95,44.3,35.05,40.85,24.52,9.62,25.88,60.27,43.54,60.88,47.99,34.16,44.84,185.94,26.22,27.71
2006-08-15,69.49,52.42,9.33,76,66.46,67.75,20.45,22.12,29.65,69.9,33.19,152.38,34.45,76.9,18.17,64,44.15,35.18,41.23,24.55,9.68,26.17,60.25,47.83,61.08,48.29,33.91,44.78,187.24,26.97,27.58
2006-08-16,70.3,52.81,9.59,77.2,68.17,67,20.8,22.2,29.71,68.3,33.37,153.95,34.55,77.48,18.27,64.48,45.44,35.59,41.25,24.61,9.75,26.38,60.38,44.6,61.25,48.29,34.39,44.55,191.93,27.97,28.35
2006-08-17,70.79,53.03,9.71,78.83,69.11,64.82,20.99,22.08,29.6,67.18,33.7,153.9,34.5,78.93,18.68,64.66,45.28,36,41.3,24.7,9.72,26.77,60.14,44.14,61.79,48.14,34.2,44.5,193.39,27.96,28.38
2006-08-18,71.52,53.53,9.67,78.68,69.75,66.35,20.82,21.88,29.97,68.4,33.71,154.45,34.76,79.38,18.4,64.39,45.68,36.24,38.6,25.05,9.61,26.99,60.35,44.75,62.34,48.95,34.33,44.72,193.35,29.09,28.9
2006-08-21,71.3,53.26,9.61,77.62,68.25,67.42,20.61,22.18,29.9,69.3,34,153.16,34.15,79.51,18.3,64.27,45.41,36.1,40,25.66,9.59,26.78,60.3,44.14,61.48,49.02,34.3,44.3,189.24,28.7,29.22
2006-08-22,71.13,53.1,9.53,77,68.42,66.6,20.9,22.14,29.97,69.71,33.9,154.36,34.35,79.28,18.17,64.24,45.27,35.71,39.58,26.01,9.62,26.64,60.72,44.25,61.36,49.5,34.37,44.2,189.06,28.14,28.84
2006-08-23,71.05,53,9.71,77,68.75,66.44,21.2,22.16,29.62,70.08,33.75,153.41,33.75,78.95,18.48,64,45.2,35.56,39.85,25.64,9.6,26.88,60.9,43.8,60.66,49.65,34.5,44.1,189.01,28.56,29.34
2006-08-24,70.5,53.22,9.7,76.85,67.21,65.68,21.31,22.15,29.17,69.79,33.94,153.55,33.62,78.9,18.38,64.3,45.7,35.59,40.82,25.82,9.6,27.2,60.88,44.19,60.91,49.69,34.6,43.94,187.41,28.24,28.75
2006-08-25,70.06,53,9.62,75.24,65.5,66.8,21.03,22.22,28.8,70.72,33.72,150.69,33.6,79.2,18.45,64.73,45.68,35.62,39.8,25.71,9.6,27.12,60.83,43.42,60.5,50.75,34.63,43.6,186.73,27.79,28.95
2006-08-28,69.75,52.83,9.79,74.04,66.13,66.31,20.96,22.26,28.93,70.05,33.7,148.25,33.5,79.91,19.06,64.79,45.4,35.15,40.25,25.84,9.62,27.15,60.42,43.66,60.43,50.54,34.59,44.2,187.99,28.4,28.75
2006-08-29,70.94,53,9.57,75.96,66.27,65.97,21.34,22.34,29.4,69.72,33.9,149.6,33.82,80.06,19.46,64.5,45.88,35.81,40.9,25.92,9.72,27.49,61,43.97,61.3,50.75,34.95,44.65,190.58,28.97,28.86
2006-08-30,72,52.68,9.62,74,65.1,65.75,21.64,22.61,29.23,69.43,34.2,147.2,34.14,81.26,19.63,64.72,45.89,36.17,40.94,25.85,9.98,27.6,61.45,43.8,61.9,51.28,35.2,44.63,189.79,29.57,29
2006-08-31,71.8,52.3,9.61,74.75,65.3,65.19,21.65,22.56,29.5,68.05,34.29,147.07,34.11,81.3,19.82,64.66,45.7,36.16,40.81,25.87,9.98,27.73,61.57,43.82,62.16,51.75,35.36,44.93,190.94,30.75,28.98
2006-09-01,71.74,52.56,9.78,75,66.67,64.72,22.05,22.49,29.82,67.85,34.18,148.7,34.3,81.13,19.9,64.87,45.85,36.25,40.52,25.89,10.1,27.79,61.99,44.15,63,51.95,35.43,45,190.69,30.85,28.91
2006-09-05,71.74,52.15,9.85,75.75,68.85,65.73,22.13,22.5,29.82,67.68,34.08,149.75,34.65,81.19,19.95,64.6,45.64,36.55,40.99,25.69,10.12,27.87,61.5,44.34,62.75,51.9,35.54,45.71,190.12,31.61,29.45
2006-09-06,71.35,52.4,10.15,75.36,69.01,66.09,21.79,22.3,29.72,68.49,33.87,150.65,34.37,80.29,19.63,64,45.65,36.35,41.01,25.51,10.16,27.89,61.56,43.7,63.62,50.51,35.3,45.44,191.24,31.76,28.94
2006-09-07,71.5,52.08,10.09,74.44,68.45,65.01,21.53,22.32,29.42,67,33.85,150.1,33.95,79.9,19.23,63.51,45.89,36.12,41.4,25.48,10.12,27.65,61.89,44.25,62.91,50.5,35.25,45.4,189.88,30.57,28.4
2006-09-08,70.75,51.51,10.48,73.3,68.1,65.4,21.64,22.22,30.05,67.69,33.9,151,34.47,79.6,19.26,63.51,45,36.69,39.9,25.53,10.1,27.4,62.34,44.5,62.68,50.6,35.53,45.69,188.55,30.19,28.04
2006-09-11,71.52,52.5,10.35,72.13,67.01,63.63,21.56,22.15,29.4,66.36,33.85,149.25,34.28,80.6,19.25,63.65,45.59,37.6,40.7,25.43,10.25,27.5,61.1,45.87,63.36,50.23,35.4,46.7,189.32,30.23,28.05
2006-09-12,71.68,52.58,10.4,73.79,65.75,62,21.97,22.24,29.75,65.25,34.43,154.75,35.2,81.14,19.38,63.96,45.39,37.4,41.48,25.9,10.3,27.97,61.92,45.74,62.76,51.64,35.59,47.65,192.69,30.87,28.55
2006-09-13,72.6,52.69,10.41,74.36,65.16,61.61,22.62,22.39,30.25,64.82,34.7,157.7,36.7,82.25,19.78,63.95,46.01,37.8,41.05,25.82,10.38,28.13,61.83,45.74,63,52.27,35.74,47.95,197.77,31.73,29.06
2006-09-14,73.4,53.42,10.53,75.07,66.33,62.46,22.55,22.21,30.27,65.21,34.55,159.75,36.8,81.9,19.75,63.75,46.41,37.65,41.08,25.99,10.37,28.06,60.05,46.43,63.6,52.05,35.79,47.84,202.35,31.54,29.1
2006-09-15,74.25,53.88,10.66,75.56,66.3,62.06,22.86,22.35,30.5,64.9,34.9,162.5,37.42,83.21,19.92,63.6,46.86,37.55,41.2,26.58,10.35,28.23,61.1,46.34,63.85,52.04,36.05,48.64,203.94,31.9,29.3
2006-09-18,74.14,53.52,10.54,75.1,65.51,62,22.77,22.26,30.12,64.9,34.65,162.02,36.5,82.56,19.46,63.95,46.7,37.73,40.85,26.74,10.33,27.98,60.73,46,64.4,52.15,35.73,48.02,205.2,32.44,29.37
2006-09-19,74.78,53.41,10.59,75.35,67.55,63.01,22.8,22.27,30.12,66.49,34.85,163.08,36.7,81.97,19.65,64.16,46.73,37.53,41.04,26.74,10.29,28.15,60.32,46.24,63.82,51.8,35.98,48.24,207.94,32.24,29.09
2006-09-20,73.3,53.68,10.63,75.51,66.95,61.9,22.95,22.22,30.61,65.51,34.87,164.63,36.44,82.37,19.51,64.4,46.95,37.78,41.17,27.01,10.31,28.16,61.1,46.45,64.15,51.74,36.15,48.77,203.75,31.81,26.04
2006-09-21,73.75,54.12,10.75,77.05,66.37,61.08,23.35,22.22,30.9,64.3,34.9,167.5,36.45,82.61,19.45,64.17,47.08,37.88,41.94,27.24,10.36,28.47,61.81,46.3,63.92,51.38,36.61,48.87,200.35,32.24,25.53
2006-09-22,73.3,54.12,10.61,76.2,64.54,62.3,22.85,22.05,30.57,65.28,34.36,166.95,35.87,81.75,19.18,64.04,46.7,38.29,41.97,26.83,10.77,28.21,61.65,46.4,62.53,50.3,37,47.83,202.69,30.22,25.34
2006-09-25,73.18,54.49,10.54,77.7,62.97,61.46,22.97,22.08,30.29,64.6,34.33,167.9,35.96,81.65,19.17,64.25,47.11,38.2,42.15,26.81,10.81,28.29,61.57,46.35,62.74,49.42,37.34,48.25,202.99,31.05,25.64
2006-09-26,74.1,54.85,10.88,78.15,64.36,62.18,23.13,22.24,30.27,65.06,34.9,167.94,36.3,81.9,19.39,64.4,46.91,38.61,41.81,26.91,10.74,28.27,62.03,47.04,63.81,49.46,37.51,48.93,202.95,31.89,25.44
2006-09-27,74.85,55.84,11.02,79.17,65.9,63.84,23.31,22.28,30.91,66.68,35.33,168.93,36.59,82,20.06,64.54,46.79,39.43,42,27.18,10.95,28.25,62.48,47.16,63.68,48.62,37.89,49.06,203.35,32.28,25
2006-09-28,74.6,55.88,11,79.57,65.64,64.11,23.23,22.4,31,67.13,35.4,168.95,36.36,81.85,20.46,64.88,47,39.76,42.45,27.47,11.01,28.34,62.41,46.74,63.38,49.2,36.78,49.5,202.24,32.27,24.87
2006-09-29,74.6,55.8,11.02,79.5,67,64.4,23.44,22.4,30.95,67.18,35.42,170.05,36.48,81.9,20.9,64.94,47.15,39.55,41.94,27.35,11.06,28.39,62.13,47.01,63.29,49.3,37,49.61,202.76,32.01,25.5
2006-10-02,74.7,56.08,10.73,79.35,65.45,64.9,23.05,22.45,30.79,67.29,35.4,168.51,36.18,81.76,20.56,65,46.96,39.12,42.15,27.32,10.87,28.2,61.99,46.95,63.42,49.11,37.2,48.62,201.15,31.98,25.45
2006-10-03,73.26,55.19,10.64,79.98,65.37,64,22.87,22.25,30.48,66.4,35.51,170.44,36.39,81.88,20.4,65.06,46.95,39.62,41.93,27.37,10.9,28.29,61.89,46.44,63.66,49.43,37.23,48.46,200.85,30.9,24.8
2006-10-04,74.03,56,10.59,82.5,63.81,63.25,23.28,21.9,30.85,65.49,35.67,173.31,36.77,81.65,20.5,65.54,47.05,39.83,42,27.39,10.96,28.41,62.08,47.35,64.69,49.34,37.42,48.31,202.69,31.75,24.89
2006-10-05,75,56.28,10.65,83.97,65.4,64.13,23.91,22.36,31.06,67.26,36.01,176.52,37.42,82.81,20.8,65.3,47.29,39.96,42,27.92,11.09,28.23,63.23,48.1,65.3,49.22,37.41,49.47,207.56,32.68,25.16
2006-10-06,75.95,56.25,10.63,83.62,67.51,63.52,23.79,22.41,31.07,67,36.08,174.32,37.06,82.93,20.61,65.01,47.1,39.96,41.4,27.76,11.09,27.87,63.15,47.85,65.84,50.6,36.78,48.42,205.32,33.15,25.09
2006-10-09,75.56,56.45,10.54,83.69,67.8,64.02,24.25,22.28,31.3,67.76,36.14,175.4,36.81,83.14,20.52,64.9,46.86,40.15,41.86,27.8,10.96,27.78,62.78,47.66,65.47,51.49,36,48.19,212.61,32.49,25.45
2006-10-10,75.69,56.8,10.65,82.5,69.3,63.09,24.24,22.24,31.3,66.21,36.1,177.05,37.75,83.71,20.53,64.84,47.29,40.5,41.99,27.69,11.05,27.5,62.61,48.35,65.45,50.95,36.69,48.49,216,33.27,24.94
2006-10-11,75.2,57.6,10.49,81.95,68.8,63.63,24.21,22,31.2,66.85,36.2,177.3,37.56,84.15,20.76,64.89,47.3,40.61,41.65,27.46,11.06,27.43,62.28,47.99,65.3,49.62,36.62,48.03,212.72,32.61,24.29
2006-10-12,75.44,57.55,10.52,82.2,68.7,63.49,24.4,22.1,31.35,66.88,36.25,179.27,37.98,84.2,21.11,65.23,47.7,41.9,42.35,27.58,11.04,27.29,62.57,48.2,65.93,50,36.83,48.49,214.49,33.1,24.32
2006-10-13,75.83,57.9,10.8,83.25,69.45,64.36,24.4,22.06,31.18,68.08,35.93,181.21,37.44,84.45,21.4,65.74,48.02,41.9,42.68,28.34,11.19,27.54,62.16,48.07,66.15,49.25,36.99,48.28,214.09,33.35,23.9
2006-10-16,75.6,57.98,10.74,82.39,69.33,64.41,24.64,22.08,31.05,68.45,35.73,183.82,36.45,86.08,21.93,65.05,47.98,41.93,43.4,28.48,11.2,27.6,61.82,48.9,66.5,47.15,37.05,48.31,214.06,32.85,24.34
2006-10-17,75.25,57.64,10.72,82.45,69.68,65.11,24.45,22.05,31.02,69.83,35.35,184.22,35.95,86.33,21.19,65.63,47.05,41.84,43.89,28.24,11.25,27.46,61.79,48.85,67.2,47.27,36.79,48.2,210.36,32.2,23.74
2006-10-18,76,58.22,10.68,82.52,70.76,64.94,24.43,21.96,31.23,69.5,35.82,184.07,35.95,90.51,21.6,66.68,47.84,41.99,44.17,28.5,11.23,27.87,62.15,48.76,65.26,47.01,36.82,48.43,211.71,32.57,24.57
2006-10-19,75.53,57.93,11.32,82.74,68.69,64.8,24.01,22.35,31.44,69.84,35.4,181.25,35.84,89.8,21,68,47.21,41.43,44.48,28.35,11.08,28.42,62.29,48.66,65.26,49.2,36.93,48.43,210.33,32.17,23.02
2006-10-20,78.09,58.2,11.28,82.9,61.96,65.83,24.2,22.6,31.75,70.01,35.4,179.72,35.98,90.04,21.18,68.4,46.88,41.1,45.36,28.48,11.18,27.76,62.73,48.79,65.49,50.85,37.38,48.73,229.72,32.69,23.22
2006-10-23,78.5,57.76,11.43,81.73,60,64.94,24.45,23.38,31.2,68.85,35.28,180.23,35.81,90.05,21.28,68.35,46.83,41.37,45.46,28.3,11.08,27.55,62.28,48.26,65.02,50.77,37.8,49.37,231.37,32.47,23.14
2006-10-24,79.95,56.65,11.6,83.1,61.3,65.64,24.36,23.52,31.14,69.67,35.45,184.52,36.18,90.91,21.46,68.6,47.07,41.9,45.7,28.43,11.19,27.25,63,48.98,64.56,50.5,37.83,51.3,238.38,32.87,23.34
2006-10-25,79.75,56.71,11.62,82.6,61.24,66.66,24.23,23.58,31.46,69.72,35.55,188.64,36.57,91.21,21.55,68.75,47.3,42.24,45.9,28.28,11.42,27.17,62.98,48.82,65.29,49.85,38,51.05,238.98,37.3,23.73
2006-10-26,79.46,56.86,11.7,80.75,62.7,68.28,24.34,23.58,31.35,72,35.75,189.18,36.84,91.83,21.75,68.77,47.35,41.92,46.1,28.33,11.63,27.28,63.1,49.45,65.24,49.3,38.27,50.77,244.08,37.25,24.7
2006-10-27,79.2,57.76,11.68,79.17,62.35,68.05,24.11,23.48,31.84,71.46,35.46,192.01,37.24,90.91,21.68,68.6,47.57,41.82,46.37,28.49,11.62,27.16,63.31,50.66,65,49.25,38.74,51.58,242.19,38.15,25.23
2006-10-30,78.99,57.28,11.43,80.25,61.17,67.21,23.52,23.48,31.69,71.15,35.22,188,36.88,89.8,21.02,68.33,47.34,41.48,45.88,28.35,11.42,27.12,63.57,49.96,65.18,49.64,38.78,49.22,237.65,38.05,25.87
2006-10-31,78.99,57.54,11.64,80.6,61,66.1,24.16,23.41,31.83,70.69,35.28,190,37.25,91.5,21.32,67.8,47.78,42.18,45.5,28.66,11.48,26.94,62.21,50.4,65.82,49.1,37.36,49.6,239.27,38.22,26.44
2006-11-01,78.83,58,11.59,80.01,60.71,67.2,24.34,23.37,31.55,71.58,35.2,191,37.5,92.5,21.37,67.38,47.75,42.15,45.99,28.78,11.51,26.7,63.2,51.11,65.7,49.34,37.25,49.38,239.62,38.12,26.5
2006-11-02,78.84,57.55,11.27,80.06,60.5,66.95,23.98,23.26,31.7,70.71,34.88,184.51,37.05,91.8,20.64,67.15,46.93,41.73,45.71,28.71,11.35,26.51,62.84,50.9,63.85,48.1,37.12,47.67,233.98,37.33,25.94
2006-11-03,79.08,57.51,11.34,79.47,60.63,68,24.01,23.4,31.83,71.44,34.78,188.9,37.33,91.76,20.66,68,47.15,42.05,45.35,28.85,11.62,26.68,63.27,51.28,64.87,48.75,37,48.3,236.35,37.61,26.62
2006-11-06,78.9,57.3,11.28,79.98,60.4,69.05,24.14,23.35,32,72.16,35.02,187.68,36.6,91.5,20.42,68.23,47.18,41.55,45.08,28.77,11.57,26.57,63.23,51.23,64.5,47.84,36.96,47.74,237.12,37.64,26.34
2006-11-07,79.51,58.2,11.49,80.73,59.97,69.85,24.82,23.34,32.49,72.91,35.35,190.2,37.16,92.42,20.78,68.17,47.5,41.83,45.81,28.86,11.61,27,63.56,51.49,65.28,48.76,37.07,47.69,238.72,38.2,26.68
